2;3;4;2;2.0;2;0
2;0;4;2;2.0304545339535167;1;1
1;3;4;2;2.0618365465453596;1;2
0;2;4;2;2.09417428370521;1;3
1;1;4;3;2.1274968515793757;1;4
1;3;4;2;2.161834242728283;1;5
3;1;4;3;2.19721736312181;1;6
4;1;4;1;2.233678059956743;1;7
5;2;4;2;2.2712491503214047;1;8
5;2;2;2;2.309964450733247;0;9
8;2;6;2;2.349858807576003;1;10
7;0;2;2;2.39096812846378;1;11
8;1;4;2;2.4333294145603404;1;12
10;0;5;2;2.4769807938826425;1;13
12;2;4;2;2.521961555618634;1;14
12;2;4;2;2.5683121854901687;1;15
13;1;4;1;2.6160744021928934;1;16
14;0;4;2;4.665291194945887;1;17
15;2;4;2;2.7160068621848588;1;18
15;1;4;3;2.7682670514337353;1;19
17;3;4;2;2.822118800390509;1;20
19;1;4;2;2.877610579264343;1;21
18;1;4;2;2.9347923344020312;1;22
20;1;4;2;3.9937155332430825;1;23
21;0;4;2;3.0544332106438876;1;24
21;2;4;2;5.117000016612675;1;25
23;3;4;2;6.181472265498201;1;26
24;2;4;2;3.2479079866764713;1;27
26;3;4;2;3.3163669767810915;1;28
26;3;4;3;3.3869108535242765;1;29
28;0;4;2;3.4596031111569494;1;30
28;2;4;2;3.5345091776178545;1;31
29;2;4;2;5.611696473423118;1;32
30;2;4;2;3.691234472349262;1;33
31;0;4;1;3.7731947639642978;1;34
32;1;4;2;3.857651118063164;1;35
33;3;4;2;3.944679551065524;1;36
34;1;4;2;4.034358394435675;1;37
35;2;4;2;4.126768365186155;1;38
36;2;4;2;4.2219926385285;1;39
37;2;4;2;2.3201169227365472;1;40
38;1;4;2;4.421229536289673;1;41
39;0;4;2;4.525421487365382;1;42
40;2;2;2;4.632786555752809;1;43
40;2;4;2;4.743421377260862;3;44
42;1;4;2;4.857425530696974;2;45
43;1;4;2;4.974901627494748;1;46
44;1;4;2;5.095955404071176;1;47
44;3;4;2;5.220695816996552;1;48
46;1;4;2;5.349235141062741;1;49
48;1;4;2;5.4816890703380645;1;50
48;0;4;2;5.618176822299781;1;51
49;0;4;2;5.758821245137854;1;52
50;2;4;2;5.903748928326621;1;53
51;2;4;2;8.053090316563868;1;54
52;3;4;2;6.206979827179849;3;55
53;0;4;2;6.3655559711219745;1;56
54;3;4;2;6.528961477624004;1;57
55;3;4;2;6.697343422671991;1;58
56;1;4;2;6.8708533613826015;1;59
57;3;4;3;7.049647464412945;1;60
58;1;2;2;10.233886658524717;1;61
59;3;4;2;7.423736771429133;0;62
59;2;6;2;7.619368681043077;1;63
61;1;4;2;7.8209584692907494;1;64
62;1;4;2;8.028687580589292;1;65
63;0;4;2;8.242742985161012;1;66
64;3;4;3;7.463317347319194;1;67
65;2;4;2;8.690609198878999;1;68
66;1;4;2;8.924823117849487;1;69
67;2;4;2;9.166169912567652;1;70
68;3;4;2;9.41486681144013;1;71
70;1;3;2;9.671137658463456;1;72
70;0;4;3;12.935213114698747;1;73
71;3;4;2;10.207330865882248;1;74
71;2;4;2;10.487735836358526;1;75
73;1;4;3;10.776680409528904;1;76
74;1;4;2;11.074424655013587;1;77
76;3;4;3;11.381236562731843;1;78
76;1;4;2;11.697392284111054;1;79
77;2;4;2;12.023176380641601;1;80
78;0;4;2;10.358882080001454;1;81
79;1;4;2;12.704811539980854;1;82
81;0;4;3;13.061276120444715;1;83
81;0;4;2;13.428596663577544;1;84
81;0;4;2;13.80710378266303;1;85
82;3;4;2;14.197138159658358;1;86
85;0;4;2;14.599050851830924;1;87
85;0;4;2;15.013203607733608;1;88
85;3;4;2;15.43996919280288;1;89
87;3;4;2;15.87973172487283;1;90
88;1;4;2;16.332887019907197;1;91
89;0;4;2;16.799842948260395;1;92
90;1;4;2;17.28101980178843;1;93
91;1;4;1;16.776850672139872;1;94
92;2;4;2;18.28778184056764;1;95
93;3;4;2;18.814273179612197;1;96
94;1;4;3;19.35679856701792;1;97
94;1;4;2;19.915846312255038;1;98
96;2;4;2;20.491919596031114;1;99
